year,population,country,species,flag
2009,13615290,Sri Lanka,Birds,woah001
2009,371790,Sri Lanka,Buffaloes,woah001
2009,1136860,Sri Lanka,Cattle,woah001
2009,385460,Sri Lanka,Sheep / goats,woah001
2009,81311,Sri Lanka,Swine,woah001
2009,8455256,Lesotho,Birds,woah001
2009,4,Lesotho,Camelidae,woah001
2009,35194,Lesotho,Cats,woah001
2009,758344,Lesotho,Cattle,woah001
2009,312532,Lesotho,Dogs,woah001
2009,288845,Lesotho,Equidae,woah001
2009,814030,Lesotho,Goats,woah001
2009,2950,Lesotho,Hares / rabbits,woah001
2009,2483907,Lesotho,Sheep / goats,woah001
2009,1721123,Lesotho,Sheep,woah001
2009,114943,Lesotho,Swine,woah001
2009,101600,Lithuania,Bees,woah001
2009,9107500,Lithuania,Birds,woah001
2009,0,Lithuania,Buffaloes,woah001
2009,0,Lithuania,Camelidae,woah001
2009,770900,Lithuania,Cattle,woah001
2009,0,Lithuania,Cervidae,woah001
2009,54400,Lithuania,Equidae,woah001
2009,16600,Lithuania,Goats,woah001
2009,103500,Lithuania,Hares / rabbits,woah001
2009,69561,Lithuania,Sheep / goats,woah001
2009,52961,Lithuania,Sheep,woah001
2009,897100,Lithuania,Swine,woah001
2009,5635,Luxembourg,Bees,woah001
2009,0,Luxembourg,Buffaloes,woah001
2009,194860,Luxembourg,Cattle,woah001
2009,350,Luxembourg,Cervidae,woah001
2009,40000,Luxembourg,Dogs,woah001
2009,4536,Luxembourg,Equidae,woah001
2009,3330,Luxembourg,Goats,woah001
2009,12176,Luxembourg,Sheep / goats,woah001
2009,8846,Luxembourg,Sheep,woah001
2009,88634,Luxembourg,Swine,woah001
2009,42562,Latvia,Bees,woah001
2009,3692510,Latvia,Birds,woah001
2009,0,Latvia,Buffaloes,woah001
2009,0,Latvia,Camelidae,woah001
2009,374745,Latvia,Cattle,woah001
2009,7283,Latvia,Cervidae,woah001
2009,13019,Latvia,Equidae,woah001
2009,12856,Latvia,Goats,woah001
2009,56962,Latvia,Hares / rabbits,woah001
2009,78469,Latvia,Sheep / goats,woah001
2009,65613,Latvia,Sheep,woah001
2009,310111,Latvia,Swine,woah001
2009,480200,Morocco,Bees,woah001
2009,0,Morocco,Birds,woah001
2009,172867,Morocco,Camelidae,woah001
2009,2755100,Morocco,Cattle,woah001
2009,1621100,Morocco,Equidae,woah001
2009,5355400,Morocco,Goats,woah001
2009,17259700,Morocco,Sheep,woah001
2009,92003,Republic of Moldova,Bees,woah001
2009,10835897,Republic of Moldova,Birds,woah001
2009,0,Republic of Moldova,Buffaloes,woah001
2009,0,Republic of Moldova,Camelidae,woah001
2009,50422,Republic of Moldova,Cats,woah001
2009,224409,Republic of Moldova,Cattle,woah001
2009,0,Republic of Moldova,Cervidae,woah001
2009,858045,Republic of Moldova,Dogs,woah001
2009,55523,Republic of Moldova,Equidae,woah001
2009,82897,Republic of Moldova,Goats,woah001
2009,296589,Republic of Moldova,Hares / rabbits,woah001
2009,937720,Republic of Moldova,Sheep / goats,woah001
2009,854823,Republic of Moldova,Sheep,woah001
2009,313682,Republic of Moldova,Swine,woah001
2009,105654,Madagascar,Bees,woah001
2009,30048124,Madagascar,Birds,woah001
2009,0,Madagascar,Buffaloes,woah001
2009,6,Madagascar,Camelidae,woah001
2009,287941,Madagascar,Cats,woah001
2009,9588219,Madagascar,Cattle,woah001
2009,0,Madagascar,Cervidae,woah001
2009,268,Madagascar,Equidae,woah001
2009,1319245,Madagascar,Goats,woah001
2009,358247,Madagascar,Hares / rabbits,woah001
2009,2144392,Madagascar,Sheep / goats,woah001
2009,825147,Madagascar,Sheep,woah001
2009,1245151,Madagascar,Swine,woah001
2009,1797478,Mexico,Bees,woah001
2009,496673737,Mexico,Birds,woah001
2009,0,Mexico,Camelidae,woah001
2009,31760962,Mexico,Cattle,woah001
2009,12890000,Mexico,Equidae,woah001
2009,8952144,Mexico,Goats,woah001
2009,1350000,Mexico,Hares / rabbits,woah001
2009,0,Mexico,Sheep / goats,woah001
2009,7757267,Mexico,Sheep,woah001
2009,15230631,Mexico,Swine,woah001
2009,0,North Macedonia,Bees,woah001
2009,2020000,North Macedonia,Birds,woah001
2009,257900,North Macedonia,Cattle,woah001
2009,82760,North Macedonia,Goats,woah001
2009,794302,North Macedonia,Sheep / goats,woah001
2009,711542,North Macedonia,Sheep,woah001
2009,250000,North Macedonia,Swine,woah001
2009,30000000,Mali,Birds,woah001
2009,0,Mali,Buffaloes,woah001
2009,886693,Mali,Camelidae,woah001
2009,8385703,Mali,Cattle,woah001
2009,0,Mali,Cervidae,woah001
2009,869305,Mali,Equidae,woah001
2009,14272716,Mali,Goats,woah001
2009,0,Mali,Sheep / goats,woah001
2009,10249657,Mali,Sheep,woah001
2009,72665,Mali,Swine,woah001
2009,1200,Malta,Bees,woah001
2009,1470000,Malta,Birds,woah001
2009,0,Malta,Buffaloes,woah001
2009,0,Malta,Camelidae,woah001
2009,16319,Malta,Cattle,woah001
2009,1390,Malta,Equidae,woah001
2009,6031,Malta,Goats,woah001
2009,115000,Malta,Hares / rabbits,woah001
2009,19168,Malta,Sheep / goats,woah001
2009,13137,Malta,Sheep,woah001
2009,60230,Malta,Swine,woah001
2009,149493794,Myanmar,Birds,woah001
2009,2871326,Myanmar,Buffaloes,woah001
2009,13148032,Myanmar,Cattle,woah001
2009,2924014,Myanmar,Goats,woah001
2009,583953,Myanmar,Sheep,woah001
2009,8316179,Myanmar,Swine,woah001
2009,18132,Montenegro,Bees,woah001
2009,416737,Montenegro,Birds,woah001
2009,0,Montenegro,Buffaloes,woah001
2009,0,Montenegro,Camelidae,woah001
2009,0,Montenegro,Cats,woah001
2009,100835,Montenegro,Cattle,woah001
2009,3751,Montenegro,Cervidae,woah001
2009,4951,Montenegro,Equidae,woah001
2009,17852,Montenegro,Goats,woah001
2009,53306,Montenegro,Hares / rabbits,woah001
2009,432264,Montenegro,Other species,woah001
2009,217616,Montenegro,Sheep / goats,woah001
2009,199764,Montenegro,Sheep,woah001
2009,10017,Montenegro,Swine,woah001
2009,1341,Mongolia,Bees,woah001
2009,1157,Mongolia,Cervidae,woah001
2009,23922192,Mozambique,Birds,woah001
2009,1107,Mozambique,Buffaloes,woah001
2009,9,Mozambique,Camelidae,woah001
2009,1238586,Mozambique,Cattle,woah001
2009,17764,Mozambique,Equidae,woah001
2009,3907483,Mozambique,Goats,woah001
2009,4127874,Mozambique,Sheep / goats,woah001
2009,220391,Mozambique,Sheep,woah001
2009,1340712,Mozambique,Swine,woah001
2009,1181920,Mauritania,Camelidae,woah001
2009,1699937,Mauritania,Cattle,woah001
2009,5383109,Mauritania,Goats,woah001
2009,13403476,Mauritania,Sheep / goats,woah001
2009,8020367,Mauritania,Sheep,woah001
2009,3500,Martinique,Bees,woah001
2009,400000,Martinique,Birds,woah001
2009,0,Martinique,Buffaloes,woah001
2009,0,Martinique,Camelidae,woah001
2009,30000,Martinique,Cattle,woah001
2009,720,Martinique,Equidae,woah001
2009,11000,Martinique,Goats,woah001
2009,16000,Martinique,Sheep,woah001
2009,15000,Martinique,Swine,woah001
2009,5000000,Mauritius,Birds,woah001
2009,0,Mauritius,Buffaloes,woah001
2009,0,Mauritius,Camelidae,woah001
2009,75000,Mauritius,Cats,woah001
2009,6197,Mauritius,Cattle,woah001
2009,70000,Mauritius,Cervidae,woah001
2009,215000,Mauritius,Dogs,woah001
2009,500,Mauritius,Equidae,woah001
2009,25938,Mauritius,Goats,woah001
2009,5121,Mauritius,Hares / rabbits,woah001
2009,27949,Mauritius,Sheep / goats,woah001
2009,2011,Mauritius,Sheep,woah001
2009,14108,Mauritius,Swine,woah001
2009,38077963,Malawi,Birds,woah001
2009,14,Malawi,Camelidae,woah001
2009,131382,Malawi,Cats,woah001
2009,982921,Malawi,Cattle,woah001
2009,564105,Malawi,Dogs,woah001
2009,31390,Malawi,Equidae,woah001
2009,3480473,Malawi,Goats,woah001
2009,894025,Malawi,Hares / rabbits,woah001
2009,199890,Malawi,Sheep,woah001
2009,1444258,Malawi,Swine,woah001
2009,214474841,Malaysia,Birds,woah001
2009,132390,Malaysia,Buffaloes,woah001
2009,883875,Malaysia,Cattle,woah001
2009,4041,Malaysia,Equidae,woah001
2009,487938,Malaysia,Goats,woah001
2009,124654,Malaysia,Sheep,woah001
2009,1469490,Malaysia,Swine,woah001
2009,923555,Namibia,Birds,woah001
2009,87,Namibia,Camelidae,woah001
2009,2397769,Namibia,Cattle,woah001
2009,144226,Namibia,Dogs,woah001
2009,235470,Namibia,Equidae,woah001
2009,2200310,Namibia,Goats,woah001
2009,4803658,Namibia,Sheep / goats,woah001
2009,2683348,Namibia,Sheep,woah001
2009,52222,Namibia,Swine,woah001
2009,4600,New Caledonia,Bees,woah001
2009,385000,New Caledonia,Birds,woah001
2009,0,New Caledonia,Buffaloes,woah001
2009,0,New Caledonia,Camelidae,woah001
2009,80000,New Caledonia,Cattle,woah001
2009,12000,New Caledonia,Cervidae,woah001
2009,8500,New Caledonia,Equidae,woah001
2009,8000,New Caledonia,Rabbits,woah001
2009,8000,New Caledonia,Sheep / goats,woah001
2009,32000,New Caledonia,Swine,woah001
2009,12196411,Niger,Birds,woah001
2009,1648424,Niger,Camelidae,woah001
2009,9261642,Niger,Cattle,woah001
2009,1838357,Niger,Equidae,woah001
2009,13147185,Niger,Goats,woah001
2009,23695235,Niger,Sheep / goats,woah001
2009,10548050,Niger,Sheep,woah001
2009,1541,Niger,Swine,woah001
2009,159383269,Nigeria,Birds,woah001
2009,15239674,Nigeria,Cattle,woah001
2009,0,Nigeria,Dogs,woah001
2009,96660667,Nigeria,Goats,woah001
2009,147645993,Nigeria,Sheep / goats,woah001
2009,50985326,Nigeria,Sheep,woah001
2009,6872718,Nigeria,Swine,woah001
2009,24000,Nicaragua,Bees,woah001
2009,8728637,Nicaragua,Birds,woah001
2009,0,Nicaragua,Buffaloes,woah001
2009,0,Nicaragua,Camelidae,woah001
2009,2657039,Nicaragua,Cattle,woah001
2009,0,Nicaragua,Cervidae,woah001
2009,334610,Nicaragua,Equidae,woah001
2009,22390,Nicaragua,Goats,woah001
2009,5255,Nicaragua,Hares / rabbits,woah001
2009,52293,Nicaragua,Sheep / goats,woah001
2009,29903,Nicaragua,Sheep,woah001
2009,383172,Nicaragua,Swine,woah001
2009,36006,Norway,Bees,woah001
2009,68365850,Norway,Birds,woah001
2009,0,Norway,Buffaloes,woah001
2009,876300,Norway,Cattle,woah001
2009,250017,Norway,Cervidae,woah001
2009,564000,Norway,Dogs,woah001
2009,35389,Norway,Equidae,woah001
2009,67800,Norway,Goats,woah001
2009,6817,Norway,Hares / rabbits,woah001
2009,0,Norway,Sheep / goats,woah001
2009,2228200,Norway,Sheep,woah001
2009,828600,Norway,Swine,woah001
2009,0,Nepal,Bees,woah001
2009,24864410,Nepal,Birds,woah001
2009,4680486,Nepal,Buffaloes,woah001
2009,0,Nepal,Camelidae,woah001
2009,0,Nepal,Cats,woah001
2009,7175198,Nepal,Cattle,woah001
2009,0,Nepal,Cervidae,woah001
2009,1450000,Nepal,Dogs,woah001
2009,0,Nepal,Equidae,woah001
2009,8473082,Nepal,Goats,woah001
2009,0,Nepal,Hares / rabbits,woah001
2009,0,Nepal,Other species,woah001
2009,9276075,Nepal,Sheep / goats,woah001
2009,802993,Nepal,Sheep,woah001
2009,1044498,Nepal,Swine,woah001
2009,370964,New Zealand,Bees,woah001
2009,23123884,New Zealand,Birds,woah001
2009,205,New Zealand,Buffaloes,woah001
2009,11494,New Zealand,Camelidae,woah001
2009,9723245,New Zealand,Cattle,woah001
2009,1533154,New Zealand,Cervidae,woah001
2009,105120,New Zealand,Equidae,woah001
2009,186192,New Zealand,Goats,woah001
2009,38192320,New Zealand,Sheep,woah001
2009,349079,New Zealand,Swine,woah001
2009,20000000,Oman,Birds,woah001
2009,126970,Oman,Camelidae,woah001
2009,326420,Oman,Cattle,woah001
2009,1685500,Oman,Goats,woah001
2009,2065466,Oman,Sheep / goats,woah001
2009,379966,Oman,Sheep,woah001
2009,562000000,Pakistan,Birds,woah001
2009,29900000,Pakistan,Buffaloes,woah001
2009,957000,Pakistan,Camelidae,woah001
2009,33000000,Pakistan,Cattle,woah001
2009,5000000,Pakistan,Equidae,woah001
2009,58300000,Pakistan,Goats,woah001
2009,85700000,Pakistan,Sheep / goats,woah001
2009,27400000,Pakistan,Sheep,woah001
2009,191223,Peru,Bees,woah001
2009,118352396,Peru,Birds,woah001
2009,4845931,Peru,Camelidae,woah001
2009,5223570,Peru,Cattle,woah001
2009,2176090,Peru,Equidae,woah001
2009,1942794,Peru,Goats,woah001
2009,1446951,Peru,Hares / rabbits,woah001
2009,16724098,Peru,Sheep / goats,woah001
2009,14781304,Peru,Sheep,woah001
2009,3559743,Peru,Swine,woah001
2009,164025801,Philippines,Birds,woah001
2009,3186906,Philippines,Buffaloes,woah001
2009,2540385,Philippines,Cattle,woah001
2009,4091512,Philippines,Goats,woah001
2009,12979728,Philippines,Swine,woah001
2009,3000,Papua New Guinea,Bees,woah001
2009,39514000,Papua New Guinea,Birds,woah001
2009,4000,Papua New Guinea,Buffaloes,woah001
2009,0,Papua New Guinea,Camelidae,woah001
2009,92000,Papua New Guinea,Cattle,woah001
2009,50000,Papua New Guinea,Cervidae,woah001
2009,1000,Papua New Guinea,Equidae,woah001
2009,25000,Papua New Guinea,Goats,woah001
2009,5000,Papua New Guinea,Hares / rabbits,woah001
2009,0,Papua New Guinea,Other species,woah001
2009,15000,Papua New Guinea,Sheep,woah001
2009,2100000,Papua New Guinea,Swine,woah001
2009,126743500,Poland,Birds,woah001
2009,6162981,Poland,Cattle,woah001
2009,373800,Poland,Equidae,woah001
2009,44167,Poland,Goats,woah001
2009,286531,Poland,Sheep / goats,woah001
2009,242364,Poland,Sheep,woah001
2009,18526649,Poland,Swine,woah001
2009,555049,Portugal,Bees,woah001
2009,230000000,Portugal,Birds,woah001
2009,0,Portugal,Buffaloes,woah001
2009,0,Portugal,Camelidae,woah001
2009,1534682,Portugal,Cattle,woah001
2009,2000,Portugal,Cervidae,woah001
2009,1500000,Portugal,Dogs,woah001
2009,56000,Portugal,Equidae,woah001
2009,108500,Portugal,Hares / rabbits,woah001
2009,2638268,Portugal,Sheep / goats,woah001
2009,2812000,Portugal,Swine,woah001
2009,66733,Palestinian Territory - Occupied,Bees,woah001
2009,30377000,Palestinian Territory - Occupied,Birds,woah001
2009,22059,Palestinian Territory - Occupied,Cattle,woah001
2009,812043,Palestinian Territory - Occupied,Sheep / goats,woah001
2009,2530,French Polynesia,Bees,woah001
2009,214570,French Polynesia,Birds,woah001
2009,0,French Polynesia,Buffaloes,woah001
2009,0,French Polynesia,Camelidae,woah001
2009,5710,French Polynesia,Cattle,woah001
2009,241000,French Polynesia,Dogs,woah001
2009,2680,French Polynesia,Equidae,woah001
2009,5200,French Polynesia,Goats,woah001
2009,2000,French Polynesia,Hares / rabbits,woah001
2009,0,French Polynesia,Sheep / goats,woah001
2009,240,French Polynesia,Sheep,woah001
2009,19510,French Polynesia,Swine,woah001
2009,6,Qatar,Bees,woah001
2009,7391619,Qatar,Birds,woah001
2009,0,Qatar,Buffaloes,woah001
2009,48110,Qatar,Camelidae,woah001
2009,11086,Qatar,Cattle,woah001
2009,11562,Qatar,Cervidae,woah001
2009,6103,Qatar,Equidae,woah001
2009,167825,Qatar,Goats,woah001
2009,202666,Qatar,Sheep / goats,woah001
2009,199837,Qatar,Sheep,woah001
2009,0,Qatar,Swine,woah001
2009,9283,Réunion,Bees,woah001
2009,2245000,Réunion,Birds,woah001
2009,0,Réunion,Buffaloes,woah001
2009,1,Réunion,Camelidae,woah001
2009,35000,Réunion,Cattle,woah001
2009,3000,Réunion,Cervidae,woah001
2009,850,Réunion,Equidae,woah001
2009,40310,Réunion,Goats,woah001
2009,6000,Réunion,Hares / rabbits,woah001
2009,0,Réunion,Sheep / goats,woah001
2009,1000,Réunion,Sheep,woah001
2009,78820,Réunion,Swine,woah001
2009,883427,Romania,Bees,woah001
2009,58003712,Romania,Birds,woah001
2009,41911,Romania,Buffaloes,woah001
2009,0,Romania,Cats,woah001
2009,2252127,Romania,Cattle,woah001
2009,3917679,Romania,Dogs,woah001
2009,710978,Romania,Equidae,woah001
2009,337156,Romania,Hares / rabbits,woah001
2009,11181840,Romania,Sheep / goats,woah001
2009,5822643,Romania,Swine,woah001
2009,435762400,Russian Federation,Birds,woah001
2009,10540,Russian Federation,Buffaloes,woah001
2009,20671330,Russian Federation,Cattle,woah001
2009,1393170,Russian Federation,Equidae,woah001
2009,2136639,Russian Federation,Goats,woah001
2009,19849656,Russian Federation,Sheep,woah001
2009,17230950,Russian Federation,Swine,woah001
2009,24361,Rwanda,Bees,woah001
2009,2550521,Rwanda,Birds,woah001
2009,12,Rwanda,Camelidae,woah001
2009,6284,Rwanda,Cats,woah001
2009,1298955,Rwanda,Cattle,woah001
2009,19662,Rwanda,Dogs,woah001
2009,55,Rwanda,Equidae,woah001
2009,2468142,Rwanda,Goats,woah001
2009,764583,Rwanda,Hares / rabbits,woah001
2009,3213955,Rwanda,Sheep / goats,woah001
2009,745813,Rwanda,Sheep,woah001
2009,641890,Rwanda,Swine,woah001
2009,506268000,Saudi Arabia,Birds,woah001
2009,229871,Saudi Arabia,Camelidae,woah001
2009,424489,Saudi Arabia,Cattle,woah001
2009,20700,Saudi Arabia,Equidae,woah001
2009,1454450,Saudi Arabia,Goats,woah001
2009,0,Saudi Arabia,Other species,woah001
2009,9058100,Saudi Arabia,Sheep / goats,woah001
2009,7603650,Saudi Arabia,Sheep,woah001
2009,22077800,Senegal,Birds,woah001
2009,4105,Senegal,Camelidae,woah001
2009,3136500,Senegal,Cattle,woah001
2009,932834,Senegal,Equidae,woah001
2009,4263350,Senegal,Goats,woah001
2009,0,Senegal,Sheep / goats,woah001
2009,4996100,Senegal,Sheep,woah001
2009,317575,Senegal,Swine,woah001
2009,1819833,Singapore,Birds,woah001
2009,90000,Singapore,Cats,woah001
2009,253,Singapore,Cattle,woah001
2009,94380,Singapore,Dogs,woah001
2009,1535,Singapore,Equidae,woah001
2009,438,Singapore,Goats,woah001
2009,0,Singapore,Other species,woah001
2009,77800,El Salvador,Bees,woah001
2009,17000000,El Salvador,Birds,woah001
2009,19,El Salvador,Buffaloes,woah001
2009,0,El Salvador,Camelidae,woah001
2009,1100000,El Salvador,Cattle,woah001
2009,280000,El Salvador,Swine,woah001
2009,570,San Marino,Bees,woah001
2009,1170,San Marino,Cattle,woah001
2009,3600,San Marino,Dogs,woah001
2009,90,San Marino,Equidae,woah001
2009,170,San Marino,Sheep / goats,woah001
2009,113,San Marino,Swine,woah001
2009,3000000,Somalia,Birds,woah001
2009,6294000,Somalia,Camelidae,woah001
2009,4609000,Somalia,Cattle,woah001
2009,14165000,Somalia,Goats,woah001
2009,11834000,Somalia,Sheep,woah001
2009,302000,Serbia,Bees,woah001
2009,30000000,Serbia,Birds,woah001
2009,33880,Serbia,Cats,woah001
2009,1087504,Serbia,Cattle,woah001
2009,650124,Serbia,Dogs,woah001
2009,14000,Serbia,Equidae,woah001
2009,66185,Serbia,Goats,woah001
2009,1489595,Serbia,Sheep,woah001
2009,2842252,Serbia,Swine,woah001
2009,28349,Suriname,Cattle,woah001
2009,500,Suriname,Equidae,woah001
2009,3434,Suriname,Goats,woah001
2009,8404,Suriname,Sheep / goats,woah001
2009,4970,Suriname,Sheep,woah001
2009,8975,Suriname,Swine,woah001
2009,235689,Slovakia,Bees,woah001
2009,13583284,Slovakia,Birds,woah001
2009,0,Slovakia,Buffaloes,woah001
2009,0,Slovakia,Camelidae,woah001
2009,480888,Slovakia,Cattle,woah001
2009,11931,Slovakia,Equidae,woah001
2009,8484,Slovakia,Goats,woah001
2009,382738,Slovakia,Sheep,woah001
2009,588894,Slovakia,Swine,woah001
2009,142751,Slovenia,Bees,woah001
2009,4575277,Slovenia,Birds,woah001
2009,0,Slovenia,Buffaloes,woah001
2009,0,Slovenia,Camelidae,woah001
2009,470211,Slovenia,Cattle,woah001
2009,4803,Slovenia,Cervidae,woah001
2009,153567,Slovenia,Dogs,woah001
2009,19623,Slovenia,Equidae,woah001
2009,115572,Slovenia,Hares / rabbits,woah001
2009,161315,Slovenia,Sheep / goats,woah001
2009,415230,Slovenia,Swine,woah001
2009,150000,Sweden,Bees,woah001
2009,12420871,Sweden,Birds,woah001
2009,0,Sweden,Buffaloes,woah001
2009,1538281,Sweden,Cattle,woah001
2009,300000,Sweden,Equidae,woah001
2009,540486,Sweden,Sheep,woah001
2009,1528740,Sweden,Swine,woah001
2009,50676,Eswatini,Bees,woah001
2009,2197013,Eswatini,Birds,woah001
2009,65,Eswatini,Buffaloes,woah001
2009,5,Eswatini,Camelidae,woah001
2009,624952,Eswatini,Cattle,woah001
2009,100783,Eswatini,Dogs,woah001
2009,15158,Eswatini,Equidae,woah001
2009,471943,Eswatini,Goats,woah001
2009,490297,Eswatini,Sheep / goats,woah001
2009,18354,Eswatini,Sheep,woah001
2009,36631,Eswatini,Swine,woah001
2009,557609,Syrian Arab Republic,Bees,woah001
2009,26096000,Syrian Arab Republic,Birds,woah001
2009,6002,Syrian Arab Republic,Buffaloes,woah001
2009,27536,Syrian Arab Republic,Camelidae,woah001
2009,1076633,Syrian Arab Republic,Cattle,woah001
2009,15303,Syrian Arab Republic,Equidae,woah001
2009,1519112,Syrian Arab Republic,Goats,woah001
2009,20755815,Syrian Arab Republic,Sheep / goats,woah001
2009,19236703,Syrian Arab Republic,Sheep,woah001
2009,24000000,Chad,Birds,woah001
2009,1415641,Chad,Camelidae,woah001
2009,7245226,Chad,Cattle,woah001
2009,405030,Chad,Equidae,woah001
2009,6438451,Chad,Goats,woah001
2009,2955549,Chad,Sheep,woah001
2009,95006,Chad,Swine,woah001
2009,13878001,Togo,Birds,woah001
2009,307500,Togo,Cattle,woah001
2009,1869837,Togo,Goats,woah001
2009,1657114,Togo,Sheep,woah001
2009,308449,Togo,Swine,woah001
2009,316515587,Thailand,Birds,woah001
2009,1414937,Thailand,Buffaloes,woah001
2009,115,Thailand,Camelidae,woah001
2009,1875164,Thailand,Cats,woah001
2009,9079327,Thailand,Cattle,woah001
2009,8054,Thailand,Cervidae,woah001
2009,6103572,Thailand,Dogs,woah001
2009,5443,Thailand,Equidae,woah001
2009,383796,Thailand,Goats,woah001
2009,40269,Thailand,Sheep,woah001
2009,8537703,Thailand,Swine,woah001
2009,134500,Tajikistan,Bees,woah001
2009,3682900,Tajikistan,Birds,woah001
2009,17300,Tajikistan,Buffaloes,woah001
2009,60,Tajikistan,Camelidae,woah001
2009,1799500,Tajikistan,Cattle,woah001
2009,0,Tajikistan,Cervidae,woah001
2009,77000,Tajikistan,Equidae,woah001
2009,1568100,Tajikistan,Goats,woah001
2009,42100,Tajikistan,Hares / rabbits,woah001
2009,4146700,Tajikistan,Sheep / goats,woah001
2009,2578600,Tajikistan,Sheep,woah001
2009,500,Tajikistan,Swine,woah001
2009,3000,Tonga,Cats,woah001
2009,10354,Tonga,Cattle,woah001
2009,1200,Tonga,Dogs,woah001
2009,300,Tonga,Equidae,woah001
2009,3200,Tonga,Goats,woah001
2009,3600,Tonga,Sheep / goats,woah001
2009,400,Tonga,Sheep,woah001
2009,11800,Tonga,Swine,woah001
2009,5000,Trinidad and Tobago,Bees,woah001
2009,5740783,Trinidad and Tobago,Birds,woah001
2009,2278,Trinidad and Tobago,Buffaloes,woah001
2009,16810,Trinidad and Tobago,Cattle,woah001
2009,12500,Trinidad and Tobago,Goats,woah001
2009,6985,Trinidad and Tobago,Hares / rabbits,woah001
2009,33226,Trinidad and Tobago,Sheep / goats,woah001
2009,20726,Trinidad and Tobago,Sheep,woah001
2009,54855,Trinidad and Tobago,Swine,woah001
2009,92199,Tunisia,Bees,woah001
2009,88939000,Tunisia,Birds,woah001
2009,0,Tunisia,Buffaloes,woah001
2009,23549,Tunisia,Camelidae,woah001
2009,710130,Tunisia,Cattle,woah001
2009,0,Tunisia,Dogs,woah001
2009,187805,Tunisia,Equidae,woah001
2009,1550650,Tunisia,Goats,woah001
2009,80000,Tunisia,Hares / rabbits,woah001
2009,7618350,Tunisia,Sheep,woah001
2009,5000,Tunisia,Swine,woah001
2009,5339224,Turkey,Bees,woah001
2009,234082207,Turkey,Birds,woah001
2009,83119,Turkey,Buffaloes,woah001
2009,1041,Turkey,Camelidae,woah001
2009,375937,Turkey,Cats,woah001
2009,10204617,Turkey,Cattle,woah001
2009,936535,Turkey,Dogs,woah001
2009,525531,Turkey,Equidae,woah001
2009,5171490,Turkey,Goats,woah001
2009,21632949,Turkey,Sheep,woah001
2009,1896,Turkey,Swine,woah001
2009,77150,"Chinese Taipai / Taiwan, Province of China",Bees,woah001
2009,113489000,"Chinese Taipai / Taiwan, Province of China",Birds,woah001
2009,3862,"Chinese Taipai / Taiwan, Province of China",Buffaloes,woah001
2009,281600,"Chinese Taipai / Taiwan, Province of China",Cats,woah001
2009,137638,"Chinese Taipai / Taiwan, Province of China",Cattle,woah001
2009,23561,"Chinese Taipai / Taiwan, Province of China",Cervidae,woah001
2009,1271920,"Chinese Taipai / Taiwan, Province of China",Dogs,woah001
2009,1100,"Chinese Taipai / Taiwan, Province of China",Equidae,woah001
2009,212766,"Chinese Taipai / Taiwan, Province of China",Goats,woah001
2009,14839,"Chinese Taipai / Taiwan, Province of China",Hares / rabbits,woah001
2009,0,"Chinese Taipai / Taiwan, Province of China",Sheep / goats,woah001
2009,6145950,"Chinese Taipai / Taiwan, Province of China",Swine,woah001
2009,31590000,United Republic of Tanzania,Birds,woah001
2009,19099999,United Republic of Tanzania,Cattle,woah001
2009,11649500,United Republic of Tanzania,Goats,woah001
2009,15249500,United Republic of Tanzania,Sheep / goats,woah001
2009,3600000,United Republic of Tanzania,Sheep,woah001
2009,1600155,United Republic of Tanzania,Swine,woah001
2009,0,Uganda,Bees,woah001
2009,38567182,Uganda,Birds,woah001
2009,11592787,Uganda,Cattle,woah001
2009,1247,Uganda,Equidae,woah001
2009,12823149,Uganda,Goats,woah001
2009,89660,Uganda,Hares / rabbits,woah001
2009,16338879,Uganda,Sheep / goats,woah001
2009,3515733,Uganda,Sheep,woah001
2009,3564977,Uganda,Swine,woah001
2009,190544300,Ukraine,Birds,woah001
2009,0,Ukraine,Buffaloes,woah001
2009,0,Ukraine,Camelidae,woah001
2009,4917600,Ukraine,Cattle,woah001
2009,0,Ukraine,Cervidae,woah001
2009,1797100,Ukraine,Sheep / goats,woah001
2009,6883400,Ukraine,Swine,woah001
2009,514032,Uruguay,Bees,woah001
2009,0,Uruguay,Birds,woah001
2009,10851026,Uruguay,Cattle,woah001
2009,392589,Uruguay,Equidae,woah001
2009,7790,Uruguay,Goats,woah001
2009,8644915,Uruguay,Sheep / goats,woah001
2009,8637125,Uruguay,Sheep,woah001
2009,146866,Uruguay,Swine,woah001
2009,2462000,United States of America,Bees,woah001
2009,1816742016,United States of America,Birds,woah001
2009,198234,United States of America,Buffaloes,woah001
2009,122680,United States of America,Camelidae,woah001
2009,90000000,United States of America,Cats,woah001
2009,93701000,United States of America,Cattle,woah001
2009,337788,United States of America,Cervidae,woah001
2009,73000000,United States of America,Dogs,woah001
2009,4312633,United States of America,Equidae,woah001
2009,3043000,United States of America,Goats,woah001
2009,616129,United States of America,Hares / rabbits,woah001
2009,8673000,United States of America,Sheep / goats,woah001
2009,5630000,United States of America,Sheep,woah001
2009,65327000,United States of America,Swine,woah001
2009,42647200,Uzbekistan,Birds,woah001
2009,0,Uzbekistan,Buffaloes,woah001
2009,12426,Uzbekistan,Camelidae,woah001
2009,8026300,Uzbekistan,Cattle,woah001
2009,0,Uzbekistan,Cervidae,woah001
2009,256659,Uzbekistan,Equidae,woah001
