iso3,country,year,species,population,flag
BLR,Belarus,2015,"Horses",73200,
BLR,Belarus,2015,"Sheep and Goats",140500,
BLR,Belarus,2015,"Sheep",72500,
BLR,Belarus,2015,"Swine",2925000,
BLR,Belarus,2016,"Cattle",4343000,
BLR,Belarus,2016,"Cattle, dairy",1512000,
BLR,Belarus,2016,"Cattle, non-dairy",2831000,
BLR,Belarus,2016,"Goats",68500,
BLR,Belarus,2016,"Horses",63600,
BLR,Belarus,2016,"Sheep and Goats",152600,
BLR,Belarus,2016,"Sheep",84100,
BLR,Belarus,2016,"Swine",3205000,
BLR,Belarus,2017,"Cattle",4291000,
BLR,Belarus,2017,"Cattle, dairy",1502000,
BLR,Belarus,2017,"Cattle, non-dairy",2789000,
BLR,Belarus,2017,"Goats",68400,
BLR,Belarus,2017,"Horses",55800,
BLR,Belarus,2017,"Sheep and Goats",167200,
BLR,Belarus,2017,"Sheep",98800,
BLR,Belarus,2017,"Swine",3145000,
BLR,Belarus,2018,"Cattle",4318000,
BLR,Belarus,2018,"Cattle, dairy",1500000,
BLR,Belarus,2018,"Cattle, non-dairy",2818000,
BLR,Belarus,2018,"Goats",64700,
BLR,Belarus,2018,"Horses",49000,
BLR,Belarus,2018,"Sheep and Goats",154600,
BLR,Belarus,2018,"Sheep",89900,
BLR,Belarus,2018,"Swine",3156000,
BLR,Belarus,2019,"Cattle",4330000,
BLR,Belarus,2019,"Cattle, dairy",1498000,
BLR,Belarus,2019,"Cattle, non-dairy",2832000,
BLR,Belarus,2019,"Goats",63300,
BLR,Belarus,2019,"Horses",43500,
BLR,Belarus,2019,"Sheep and Goats",150900,
BLR,Belarus,2019,"Sheep",87600,
BLR,Belarus,2019,"Swine",2841000,
CAN,Canada,1990,"Buffaloes",15775,
CAN,Canada,1990,"Camels",2028,
CAN,Canada,1990,"Cattle",11890301,
CAN,Canada,1990,"Cattle, dairy",1370150,
CAN,Canada,1990,"Cattle, non-dairy",10520151,
CAN,Canada,1990,"Goats",85650,
CAN,Canada,1990,"Horses",363954,
CAN,Canada,1990,"Mules and Asses",9793,
CAN,Canada,1990,"Sheep and Goats",818100,
CAN,Canada,1990,"Sheep",732450,
CAN,Canada,1990,"Swine",10211400,
CAN,Canada,1991,"Buffaloes",15775,
CAN,Canada,1991,"Camels",2028,
CAN,Canada,1991,"Cattle",12065851,
CAN,Canada,1991,"Cattle, dairy",1320700,
CAN,Canada,1991,"Cattle, non-dairy",10745151,
CAN,Canada,1991,"Goats",88116,
CAN,Canada,1991,"Horses",356204,
CAN,Canada,1991,"Mules and Asses",9793,
CAN,Canada,1991,"Sheep and Goats",861166,
CAN,Canada,1991,"Sheep",773050,
CAN,Canada,1991,"Swine",10355400,
CAN,Canada,1992,"Buffaloes",21707,
CAN,Canada,1992,"Camels",3356,
CAN,Canada,1992,"Cattle",12447051,
CAN,Canada,1992,"Cattle, dairy",1271050,
CAN,Canada,1992,"Cattle, non-dairy",11176001,
CAN,Canada,1992,"Goats",95657,
CAN,Canada,1992,"Horses",373741,
CAN,Canada,1992,"Mules and Asses",9793,
CAN,Canada,1992,"Sheep and Goats",868157,
CAN,Canada,1992,"Sheep",772500,
CAN,Canada,1992,"Swine",10746725,
CAN,Canada,1993,"Buffaloes",27640,
CAN,Canada,1993,"Camels",4684,
CAN,Canada,1993,"Cattle",12555901,
CAN,Canada,1993,"Cattle, dairy",1214450,
CAN,Canada,1993,"Cattle, non-dairy",11341451,
CAN,Canada,1993,"Goats",103197,
CAN,Canada,1993,"Horses",391278,
CAN,Canada,1993,"Mules and Asses",9793,
CAN,Canada,1993,"Sheep and Goats",860947,
CAN,Canada,1993,"Sheep",757750,
CAN,Canada,1993,"Swine",10618025,
CAN,Canada,1994,"Buffaloes",33572,
CAN,Canada,1994,"Camels",6013,
CAN,Canada,1994,"Cattle",12968201,
CAN,Canada,1994,"Cattle, dairy",1220300,
CAN,Canada,1994,"Cattle, non-dairy",11747901,
CAN,Canada,1994,"Goats",110738,
CAN,Canada,1994,"Horses",408815,
CAN,Canada,1994,"Mules and Asses",9793,
CAN,Canada,1994,"Sheep and Goats",843188,
CAN,Canada,1994,"Sheep",732450,
CAN,Canada,1994,"Swine",10698650,
CAN,Canada,1995,"Buffaloes",39505,
CAN,Canada,1995,"Camels",7341,
CAN,Canada,1995,"Cattle",13719151,
CAN,Canada,1995,"Cattle, dairy",1230450,
CAN,Canada,1995,"Cattle, non-dairy",12488701,
CAN,Canada,1995,"Goats",118278,
CAN,Canada,1995,"Horses",426352,
CAN,Canada,1995,"Mules and Asses",9793,
CAN,Canada,1995,"Sheep and Goats",855728,
CAN,Canada,1995,"Sheep",737450,
CAN,Canada,1995,"Swine",11447850,
CAN,Canada,1996,"Buffaloes",45437,
CAN,Canada,1996,"Camels",8669,
CAN,Canada,1996,"Cattle",14226551,
CAN,Canada,1996,"Cattle, dairy",1228400,
CAN,Canada,1996,"Cattle, non-dairy",12998151,
CAN,Canada,1996,"Goats",125819,
CAN,Canada,1996,"Horses",443889,
CAN,Canada,1996,"Mules and Asses",9793,
CAN,Canada,1996,"Sheep and Goats",870669,
CAN,Canada,1996,"Sheep",744850,
CAN,Canada,1996,"Swine",11517350,
CAN,Canada,1997,"Buffaloes",65368,
CAN,Canada,1997,"Camels",12092,
CAN,Canada,1997,"Cattle",14234951,
CAN,Canada,1997,"Cattle, dairy",1215700,
CAN,Canada,1997,"Cattle, non-dairy",13019251,
CAN,Canada,1997,"Goats",137225,
CAN,Canada,1997,"Horses",447225,
CAN,Canada,1997,"Mules and Asses",9793,
CAN,Canada,1997,"Sheep and Goats",861875,
CAN,Canada,1997,"Sheep",724650,
CAN,Canada,1997,"Swine",11613150,
CAN,Canada,1998,"Buffaloes",85300,
CAN,Canada,1998,"Camels",15514,
CAN,Canada,1998,"Cattle",14152151,
CAN,Canada,1998,"Cattle, dairy",1170000,
CAN,Canada,1998,"Cattle, non-dairy",12982151,
CAN,Canada,1998,"Goats",148632,
CAN,Canada,1998,"Horses",450561,
CAN,Canada,1998,"Mules and Asses",9793,
CAN,Canada,1998,"Sheep and Goats",925632,
CAN,Canada,1998,"Sheep",777000,
CAN,Canada,1998,"Swine",12251850,
CAN,Canada,1999,"Buffaloes",105231,
CAN,Canada,1999,"Camels",18937,
CAN,Canada,1999,"Cattle",13982351,
CAN,Canada,1999,"Cattle, dairy",1142100,
CAN,Canada,1999,"Cattle, non-dairy",12840251,
CAN,Canada,1999,"Goats",160038,
CAN,Canada,1999,"Horses",453897,
CAN,Canada,1999,"Mules and Asses",9793,
CAN,Canada,1999,"Sheep and Goats",1008038,
CAN,Canada,1999,"Sheep",848000,
CAN,Canada,1999,"Swine",12601850,
CAN,Canada,2000,"Buffaloes",125163,
CAN,Canada,2000,"Camels",22359,
CAN,Canada,2000,"Cattle",14084851,
CAN,Canada,2000,"Cattle, dairy",1095550,
CAN,Canada,2000,"Cattle, non-dairy",12989301,
CAN,Canada,2000,"Goats",171445,
CAN,Canada,2000,"Horses",457233,
CAN,Canada,2000,"Mules and Asses",9793,
CAN,Canada,2000,"Sheep and Goats",1120595,
CAN,Canada,2000,"Sheep",949150,
CAN,Canada,2000,"Swine",13209300,
CAN,Canada,2001,"Buffaloes",145094,
CAN,Canada,2001,"Camels",25782,
CAN,Canada,2001,"Cattle",14516351,
CAN,Canada,2001,"Cattle, dairy",1081850,
CAN,Canada,2001,"Cattle, non-dairy",13434501,
CAN,Canada,2001,"Goats",182851,
CAN,Canada,2001,"Horses",460569,
CAN,Canada,2001,"Mules and Asses",9793,
CAN,Canada,2001,"Sheep and Goats",1280601,
CAN,Canada,2001,"Sheep",1097750,
CAN,Canada,2001,"Swine",13907075,
CAN,Canada,2002,"Buffaloes",155221,
CAN,Canada,2002,"Camels",26967,
CAN,Canada,2002,"Cattle",14586201,
CAN,Canada,2002,"Cattle, dairy",1078200,
CAN,Canada,2002,"Cattle, non-dairy",13508001,
CAN,Canada,2002,"Goats",181820,
CAN,Canada,2002,"Horses",459248,
CAN,Canada,2002,"Mules and Asses",10049,
CAN,Canada,2002,"Sheep and Goats",1304670,
CAN,Canada,2002,"Sheep",1122850,
CAN,Canada,2002,"Swine",14631250,
CAN,Canada,2003,"Buffaloes",165348,
CAN,Canada,2003,"Camels",28152,
CAN,Canada,2003,"Cattle",14568001,
CAN,Canada,2003,"Cattle, dairy",1060450,
CAN,Canada,2003,"Cattle, non-dairy",13507551,
CAN,Canada,2003,"Goats",180790,
CAN,Canada,2003,"Horses",457927,
CAN,Canada,2003,"Mules and Asses",10304,
CAN,Canada,2003,"Sheep and Goats",1292040,
CAN,Canada,2003,"Sheep",1111250,
CAN,Canada,2003,"Swine",14707500,
CAN,Canada,2004,"Buffaloes",175474,
CAN,Canada,2004,"Camels",29338,
CAN,Canada,2004,"Cattle",15582501,
CAN,Canada,2004,"Cattle, dairy",1054000,
CAN,Canada,2004,"Cattle, non-dairy",14528501,
CAN,Canada,2004,"Goats",179759,
CAN,Canada,2004,"Horses",456607,
CAN,Canada,2004,"Mules and Asses",10560,
CAN,Canada,2004,"Sheep and Goats",1297109,
CAN,Canada,2004,"Sheep",1117350,
CAN,Canada,2004,"Swine",14806250,
CAN,Canada,2005,"Buffaloes",185601,
CAN,Canada,2005,"Camels",30523,
CAN,Canada,2005,"Cattle",15902501,
CAN,Canada,2005,"Cattle, dairy",1033250,
CAN,Canada,2005,"Cattle, non-dairy",14869251,
CAN,Canada,2005,"Goats",178729,
CAN,Canada,2005,"Horses",455286,
CAN,Canada,2005,"Mules and Asses",10815,
CAN,Canada,2005,"Sheep and Goats",1262779,
CAN,Canada,2005,"Sheep",1084050,
CAN,Canada,2005,"Swine",15117500,
CAN,Canada,2006,"Buffaloes",195728,
CAN,Canada,2006,"Camels",31708,
CAN,Canada,2006,"Cattle",15327501,
CAN,Canada,2006,"Cattle, dairy",1009750,
CAN,Canada,2006,"Cattle, non-dairy",14317751,
CAN,Canada,2006,"Goats",177698,
CAN,Canada,2006,"Horses",453965,
CAN,Canada,2006,"Mules and Asses",11071,
CAN,Canada,2006,"Sheep and Goats",1200198,
CAN,Canada,2006,"Sheep",1022500,
CAN,Canada,2006,"Swine",15005000,
CAN,Canada,2007,"Buffaloes",181611,
CAN,Canada,2007,"Camels",31666,
CAN,Canada,2007,"Cattle",14900001,
CAN,Canada,2007,"Cattle, dairy",988450,
CAN,Canada,2007,"Cattle, non-dairy",13911551,
CAN,Canada,2007,"Goats",187251,
CAN,Canada,2007,"Horses",441640,
CAN,Canada,2007,"Mules and Asses",11065,
CAN,Canada,2007,"Sheep and Goats",1185301,
CAN,Canada,2007,"Sheep",998050,
CAN,Canada,2007,"Swine",14080000,
CAN,Canada,2008,"Buffaloes",167494,
CAN,Canada,2008,"Camels",31624,
CAN,Canada,2008,"Cattle",14332501,
CAN,Canada,2008,"Cattle, dairy",978250,
CAN,Canada,2008,"Cattle, non-dairy",13354251,
CAN,Canada,2008,"Goats",196803,
CAN,Canada,2008,"Horses",429315,
CAN,Canada,2008,"Mules and Asses",11059,
CAN,Canada,2008,"Sheep and Goats",1166953,
CAN,Canada,2008,"Sheep",970150,
CAN,Canada,2008,"Swine",13010000,
CAN,Canada,2009,"Buffaloes",153376,
CAN,Canada,2009,"Camels",31583,
CAN,Canada,2009,"Cattle",13672501,
CAN,Canada,2009,"Cattle, dairy",964950,
CAN,Canada,2009,"Cattle, non-dairy",12707551,
CAN,Canada,2009,"Goats",206356,
CAN,Canada,2009,"Horses",416990,
CAN,Canada,2009,"Mules and Asses",11053,
CAN,Canada,2009,"Sheep and Goats",1180356,
CAN,Canada,2009,"Sheep",974000,
CAN,Canada,2009,"Swine",12530000,
CAN,Canada,2010,"Buffaloes",139259,
CAN,Canada,2010,"Camels",31541,
CAN,Canada,2010,"Cattle",13182501,
CAN,Canada,2010,"Cattle, dairy",965850,
CAN,Canada,2010,"Cattle, non-dairy",12216651,
CAN,Canada,2010,"Goats",215908,
CAN,Canada,2010,"Horses",404665,
CAN,Canada,2010,"Mules and Asses",11047,
CAN,Canada,2010,"Sheep and Goats",1195908,
CAN,Canada,2010,"Sheep",980000,
CAN,Canada,2010,"Swine",12569150,
CAN,Canada,2011,"Buffaloes",125142,
CAN,Canada,2011,"Camels",31499,
CAN,Canada,2011,"Cattle",12850001,
CAN,Canada,2011,"Cattle, dairy",962100,
CAN,Canada,2011,"Cattle, non-dairy",11887901,
CAN,Canada,2011,"Goats",225461,
CAN,Canada,2011,"Horses",392340,
CAN,Canada,2011,"Mules and Asses",11041,
CAN,Canada,2011,"Sheep and Goats",1234411,
CAN,Canada,2011,"Sheep",1008950,
CAN,Canada,2011,"Swine",12710000,
CAN,Canada,2012,"Buffaloes",123976,
CAN,Canada,2012,"Camels",29385,
CAN,Canada,2012,"Cattle",12847501,
CAN,Canada,2012,"Cattle, dairy",964950,
CAN,Canada,2012,"Cattle, non-dairy",11882551,
CAN,Canada,2012,"Goats",226376,
CAN,Canada,2012,"Horses",372184,
CAN,Canada,2012,"Mules and Asses",10599,
CAN,Canada,2012,"Sheep and Goats",1233576,
CAN,Canada,2012,"Sheep",1007200,
CAN,Canada,2012,"Swine",12732500,
CAN,Canada,2013,"Buffaloes",122811,
CAN,Canada,2013,"Camels",27270,
CAN,Canada,2013,"Cattle",12802501,
CAN,Canada,2013,"Cattle, dairy",961150,
CAN,Canada,2013,"Cattle, non-dairy",11841351,
CAN,Canada,2013,"Goats",227290,
CAN,Canada,2013,"Horses",352028,
CAN,Canada,2013,"Mules and Asses",10157,
CAN,Canada,2013,"Sheep and Goats",1231540,
CAN,Canada,2013,"Sheep",1004250,
CAN,Canada,2013,"Swine",13045000,
CAN,Canada,2014,"Buffaloes",121645,
CAN,Canada,2014,"Camels",25156,
CAN,Canada,2014,"Cattle",12535001,
CAN,Canada,2014,"Cattle, dairy",957100,
CAN,Canada,2014,"Cattle, non-dairy",11577901,
CAN,Canada,2014,"Goats",228205,
CAN,Canada,2014,"Horses",331873,
CAN,Canada,2014,"Mules and Asses",9716,
CAN,Canada,2014,"Sheep and Goats",1195055,
CAN,Canada,2014,"Sheep",966850,
CAN,Canada,2014,"Swine",12975000,
CAN,Canada,2015,"Buffaloes",120480,
CAN,Canada,2015,"Camels",23041,
CAN,Canada,2015,"Cattle",12127501,
CAN,Canada,2015,"Cattle, dairy",946700,
CAN,Canada,2015,"Cattle, non-dairy",11180801,
CAN,Canada,2015,"Goats",229119,
CAN,Canada,2015,"Horses",311717,
CAN,Canada,2015,"Mules and Asses",9274,
CAN,Canada,2015,"Sheep and Goats",1168119,
CAN,Canada,2015,"Sheep",939000,
CAN,Canada,2015,"Swine",13497500,
CAN,Canada,2016,"Buffaloes",119314,
CAN,Canada,2016,"Camels",20927,
CAN,Canada,2016,"Cattle",12070001,
CAN,Canada,2016,"Cattle, dairy",943050,
CAN,Canada,2016,"Cattle, non-dairy",11126951,
CAN,Canada,2016,"Goats",230034,
CAN,Canada,2016,"Horses",291561,
CAN,Canada,2016,"Mules and Asses",8832,
CAN,Canada,2016,"Sheep and Goats",1163634,
CAN,Canada,2016,"Sheep",933600,
CAN,Canada,2016,"Swine",14022500,
CAN,Canada,2017,"Buffaloes",119314,
CAN,Canada,2017,"Camels",20927,
CAN,Canada,2017,"Cattle",12035001,
CAN,Canada,2017,"Cattle, dairy",950850,
CAN,Canada,2017,"Cattle, non-dairy",11084151,
CAN,Canada,2017,"Goats",230034,
CAN,Canada,2017,"Horses",291561,
CAN,Canada,2017,"Mules and Asses",8832,
CAN,Canada,2017,"Sheep and Goats",1160984,
CAN,Canada,2017,"Sheep",930950,
CAN,Canada,2017,"Swine",14245000,
CAN,Canada,2018,"Buffaloes",119314,
CAN,Canada,2018,"Camels",20927,
CAN,Canada,2018,"Cattle",11990001,
CAN,Canada,2018,"Cattle, dairy",971000,
CAN,Canada,2018,"Cattle, non-dairy",11019001,
CAN,Canada,2018,"Goats",230034,
CAN,Canada,2018,"Horses",291561,
CAN,Canada,2018,"Mules and Asses",8832,
CAN,Canada,2018,"Sheep and Goats",1175434,
CAN,Canada,2018,"Sheep",945400,
CAN,Canada,2018,"Swine",14062500,
CAN,Canada,2019,"Buffaloes",119314,
CAN,Canada,2019,"Camels",20927,
CAN,Canada,2019,"Cattle",11900001,
CAN,Canada,2019,"Cattle, dairy",972900,
CAN,Canada,2019,"Cattle, non-dairy",10927101,
CAN,Canada,2019,"Goats",230034,
CAN,Canada,2019,"Horses",291561,
CAN,Canada,2019,"Mules and Asses",8832,
CAN,Canada,2019,"Sheep and Goats",1164534,
CAN,Canada,2019,"Sheep",934500,
CAN,Canada,2019,"Swine",13977500,
CHE,Switzerland,1990,"Cattle",1855200,
CHE,Switzerland,1990,"Cattle, non-dairy",1855200,
CHE,Switzerland,1990,"Goats",68300,
CHE,Switzerland,1990,"Horses",28161,
CHE,Switzerland,1990,"Mules and Asses",5879,
CHE,Switzerland,1990,"Sheep and Goats",463500,
CHE,Switzerland,1990,"Sheep",395200,
CHE,Switzerland,1990,"Swine",1965460,
CHE,Switzerland,1991,"Cattle",1828900,
CHE,Switzerland,1991,"Cattle, non-dairy",1828900,
CHE,Switzerland,1991,"Goats",65200,
CHE,Switzerland,1991,"Horses",30219,
CHE,Switzerland,1991,"Mules and Asses",6301,
CHE,Switzerland,1991,"Sheep and Goats",474600,
CHE,Switzerland,1991,"Sheep",409400,
CHE,Switzerland,1991,"Swine",1899276,
CHE,Switzerland,1992,"Buffaloes",17,
CHE,Switzerland,1992,"Cattle",1782600,
CHE,Switzerland,1992,"Cattle, non-dairy",1782600,
CHE,Switzerland,1992,"Goats",58200,
CHE,Switzerland,1992,"Horses",32334,
CHE,Switzerland,1992,"Mules and Asses",6733,
CHE,Switzerland,1992,"Sheep and Goats",472900,
CHE,Switzerland,1992,"Sheep",414700,
CHE,Switzerland,1992,"Swine",1888615,
CHE,Switzerland,1993,"Buffaloes",45,
CHE,Switzerland,1993,"Cattle",1745087,
CHE,Switzerland,1993,"Cattle, non-dairy",1745087,
CHE,Switzerland,1993,"Goats",56687,
CHE,Switzerland,1993,"Horses",34507,
CHE,Switzerland,1993,"Mules and Asses",7177,
CHE,Switzerland,1993,"Sheep and Goats",480714,
CHE,Switzerland,1993,"Sheep",424027,
CHE,Switzerland,1993,"Swine",1892989,
CHE,Switzerland,1994,"Buffaloes",73,
CHE,Switzerland,1994,"Cattle",1755400,
CHE,Switzerland,1994,"Cattle, non-dairy",1755400,
CHE,Switzerland,1994,"Goats",54946,
CHE,Switzerland,1994,"Horses",37938,
CHE,Switzerland,1994,"Mules and Asses",7367,
CHE,Switzerland,1994,"Sheep and Goats",460333,
CHE,Switzerland,1994,"Sheep",405387,
CHE,Switzerland,1994,"Swine",1780047,
CHE,Switzerland,1995,"Buffaloes",100,
CHE,Switzerland,1995,"Cattle",1748274,
CHE,Switzerland,1995,"Cattle, non-dairy",1748274,
CHE,Switzerland,1995,"Goats",53204,
CHE,Switzerland,1995,"Horses",41369,
CHE,Switzerland,1995,"Mules and Asses",7556,
CHE,Switzerland,1995,"Sheep and Goats",439951,
CHE,Switzerland,1995,"Sheep",386747,
CHE,Switzerland,1995,"Swine",1739011,
CHE,Switzerland,1996,"Buffaloes",120,
CHE,Switzerland,1996,"Camels",253,
CHE,Switzerland,1996,"Cattle",1747071,
CHE,Switzerland,1996,"Cattle, non-dairy",1747071,
CHE,Switzerland,1996,"Goats",56846,
CHE,Switzerland,1996,"Horses",43021,
CHE,Switzerland,1996,"Mules and Asses",8464,
CHE,Switzerland,1996,"Sheep and Goats",475422,
CHE,Switzerland,1996,"Sheep",418576,
CHE,Switzerland,1996,"Swine",1542628,
CHE,Switzerland,1997,"Buffaloes",70,
CHE,Switzerland,1997,"Camels",339,
CHE,Switzerland,1997,"Cattle",1672930,
CHE,Switzerland,1997,"Cattle, non-dairy",1672930,
CHE,Switzerland,1997,"Goats",57966,
CHE,Switzerland,1997,"Horses",45799,
CHE,Switzerland,1997,"Mules and Asses",9412,
CHE,Switzerland,1997,"Sheep and Goats",478316,
CHE,Switzerland,1997,"Sheep",420350,
CHE,Switzerland,1997,"Swine",1521457,
CHE,Switzerland,1998,"Buffaloes",173,
CHE,Switzerland,1998,"Camels",405,
CHE,Switzerland,1998,"Cattle",1640871,
CHE,Switzerland,1998,"Cattle, non-dairy",1640871,
CHE,Switzerland,1998,"Goats",60106,
CHE,Switzerland,1998,"Horses",46297,
CHE,Switzerland,1998,"Mules and Asses",9940,
CHE,Switzerland,1998,"Sheep and Goats",482376,
CHE,Switzerland,1998,"Sheep",422270,
CHE,Switzerland,1998,"Swine",1602836,
CHE,Switzerland,1999,"Buffaloes",260,
CHE,Switzerland,1999,"Camels",962,
CHE,Switzerland,1999,"Cattle",1608735,
CHE,Switzerland,1999,"Cattle, non-dairy",1608735,
CHE,Switzerland,1999,"Goats",61566,
CHE,Switzerland,1999,"Horses",48509,
CHE,Switzerland,1999,"Mules and Asses",11291,
CHE,Switzerland,1999,"Sheep and Goats",485087,
CHE,Switzerland,1999,"Sheep",423521,
CHE,Switzerland,1999,"Swine",1660088,
CHE,Switzerland,2000,"Buffaloes",262,
CHE,Switzerland,2000,"Camels",1001,
CHE,Switzerland,2000,"Cattle",1588005,
CHE,Switzerland,2000,"Cattle, non-dairy",1588005,
CHE,Switzerland,2000,"Goats",62499,
CHE,Switzerland,2000,"Horses",50347,
CHE,Switzerland,2000,"Mules and Asses",11808,
CHE,Switzerland,2000,"Sheep and Goats",483239,
CHE,Switzerland,2000,"Sheep",420740,
CHE,Switzerland,2000,"Swine",1669761,
CHE,Switzerland,2001,"Buffaloes",274,
CHE,Switzerland,2001,"Camels",1593,
CHE,Switzerland,2001,"Cattle",1611351,
CHE,Switzerland,2001,"Cattle, non-dairy",1611351,
CHE,Switzerland,2001,"Goats",63034,
CHE,Switzerland,2001,"Horses",50116,
CHE,Switzerland,2001,"Mules and Asses",12465,
CHE,Switzerland,2001,"Sheep and Goats",483029,
CHE,Switzerland,2001,"Sheep",419995,
CHE,Switzerland,2001,"Swine",1740914,
CHE,Switzerland,2002,"Buffaloes",305,
CHE,Switzerland,2002,"Camels",1589,
CHE,Switzerland,2002,"Cattle",1593697,
CHE,Switzerland,2002,"Cattle, non-dairy",1593697,
CHE,Switzerland,2002,"Goats",65950,
CHE,Switzerland,2002,"Horses",51236,
CHE,Switzerland,2002,"Mules and Asses",13209,
CHE,Switzerland,2002,"Sheep and Goats",495453,
CHE,Switzerland,2002,"Sheep",429503,
CHE,Switzerland,2002,"Swine",1731555,
CHE,Switzerland,2003,"Buffaloes",374,
CHE,Switzerland,2003,"Camels",1692,
CHE,Switzerland,2003,"Cattle",1570178,
CHE,Switzerland,2003,"Cattle, non-dairy",1570178,
CHE,Switzerland,2003,"Goats",67412,
CHE,Switzerland,2003,"Horses",52672,
CHE,Switzerland,2003,"Mules and Asses",14105,
CHE,Switzerland,2003,"Sheep and Goats",512223,
CHE,Switzerland,2003,"Sheep",444811,
CHE,Switzerland,2003,"Swine",1691506,
CHE,Switzerland,2004,"Buffaloes",351,
CHE,Switzerland,2004,"Camels",2198,
CHE,Switzerland,2004,"Cattle",1544547,
CHE,Switzerland,2004,"Cattle, non-dairy",1544547,
CHE,Switzerland,2004,"Goats",70627,
CHE,Switzerland,2004,"Horses",53701,
CHE,Switzerland,2004,"Mules and Asses",14846,
CHE,Switzerland,2004,"Sheep and Goats",511149,
CHE,Switzerland,2004,"Sheep",440522,
CHE,Switzerland,2004,"Swine",1685734,
CHE,Switzerland,2005,"Buffaloes",368,
CHE,Switzerland,2005,"Camels",3082,
CHE,Switzerland,2005,"Cattle",1554696,
CHE,Switzerland,2005,"Cattle, non-dairy",1554696,
CHE,Switzerland,2005,"Goats",73970,
CHE,Switzerland,2005,"Horses",55126,
CHE,Switzerland,2005,"Mules and Asses",15958,
CHE,Switzerland,2005,"Sheep and Goats",520320,
CHE,Switzerland,2005,"Sheep",446350,
CHE,Switzerland,2005,"Swine",1744445,
CHE,Switzerland,2006,"Buffaloes",348,
CHE,Switzerland,2006,"Camels",3279,
CHE,Switzerland,2006,"Cattle",1566887,
CHE,Switzerland,2006,"Cattle, non-dairy",1566887,
CHE,Switzerland,2006,"Goats",76311,
CHE,Switzerland,2006,"Horses",56377,
CHE,Switzerland,2006,"Mules and Asses",16478,
CHE,Switzerland,2006,"Sheep and Goats",523850,
CHE,Switzerland,2006,"Sheep",447539,
CHE,Switzerland,2006,"Swine",1797178,
CHE,Switzerland,2007,"Buffaloes",420,
CHE,Switzerland,2007,"Camels",3853,
CHE,Switzerland,2007,"Cattle",1571764,
CHE,Switzerland,2007,"Cattle, non-dairy",1571764,
CHE,Switzerland,2007,"Goats",79081,
CHE,Switzerland,2007,"Horses",57720,
CHE,Switzerland,2007,"Mules and Asses",17161,
CHE,Switzerland,2007,"Sheep and Goats",522665,
CHE,Switzerland,2007,"Sheep",443584,
CHE,Switzerland,2007,"Swine",1747888,
CHE,Switzerland,2008,"Buffaloes",485,
CHE,Switzerland,2008,"Camels",4402,
CHE,Switzerland,2008,"Cattle",1604287,
CHE,Switzerland,2008,"Cattle, non-dairy",1604287,
CHE,Switzerland,2008,"Goats",81445,
CHE,Switzerland,2008,"Horses",58969,
CHE,Switzerland,2008,"Mules and Asses",17808,
CHE,Switzerland,2008,"Sheep and Goats",527598,
CHE,Switzerland,2008,"Sheep",446153,
CHE,Switzerland,2008,"Swine",1671048,
CHE,Switzerland,2009,"Buffaloes",555,
CHE,Switzerland,2009,"Camels",4745,
CHE,Switzerland,2009,"Cattle",1597485,
CHE,Switzerland,2009,"Cattle, non-dairy",1597485,
CHE,Switzerland,2009,"Goats",81185,
CHE,Switzerland,2009,"Horses",60156,
CHE,Switzerland,2009,"Mules and Asses",19189,
CHE,Switzerland,2009,"Sheep and Goats",513074,
CHE,Switzerland,2009,"Sheep",431889,
CHE,Switzerland,2009,"Swine",1690858,
CHE,Switzerland,2010,"Buffaloes",513,
CHE,Switzerland,2010,"Camels",6085,
CHE,Switzerland,2010,"Cattle",1591233,
CHE,Switzerland,2010,"Cattle, non-dairy",1591233,
CHE,Switzerland,2010,"Goats",82842,
CHE,Switzerland,2010,"Horses",62113,
CHE,Switzerland,2010,"Mules and Asses",20407,
CHE,Switzerland,2010,"Sheep and Goats",516925,
CHE,Switzerland,2010,"Sheep",434083,
CHE,Switzerland,2010,"Swine",1750474,
CHE,Switzerland,2011,"Buffaloes",511,
CHE,Switzerland,2011,"Camels",6029,
CHE,Switzerland,2011,"Cattle",1577407,
CHE,Switzerland,2011,"Cattle, non-dairy",1577407,
CHE,Switzerland,2011,"Goats",83045,
CHE,Switzerland,2011,"Horses",57246,
CHE,Switzerland,2011,"Mules and Asses",18966,
CHE,Switzerland,2011,"Sheep and Goats",507063,
CHE,Switzerland,2011,"Sheep",424018,
CHE,Switzerland,2011,"Swine",1726237,
CHE,Switzerland,2012,"Buffaloes",522,
CHE,Switzerland,2012,"Camels",5811,
CHE,Switzerland,2012,"Cattle",1564631,
CHE,Switzerland,2012,"Cattle, non-dairy",1564631,
CHE,Switzerland,2012,"Goats",84732,
CHE,Switzerland,2012,"Horses",58031,
CHE,Switzerland,2012,"Mules and Asses",20140,
CHE,Switzerland,2012,"Sheep and Goats",502006,
CHE,Switzerland,2012,"Sheep",417274,
CHE,Switzerland,2012,"Swine",1678233,
CHE,Switzerland,2013,"Buffaloes",498,
CHE,Switzerland,2013,"Camels",5933,
CHE,Switzerland,2013,"Cattle",1557474,
CHE,Switzerland,2013,"Cattle, non-dairy",1557474,
CHE,Switzerland,2013,"Goats",84541,
CHE,Switzerland,2013,"Horses",57243,
CHE,Switzerland,2013,"Mules and Asses",19646,
CHE,Switzerland,2013,"Sheep and Goats",494034,
